+------+------------------------------+-----------------------+------------+-----------+--------+--------+---------+
|  id  |             name             |         class         |    mass    | discovery |  year  |  lat   |  long   |
| 807  | Jenny's Creek                | Iron, IAB-MG          | 12000.0    | Found     | 1883.0 | 37.9   | -82.38  |
| 808  | Ngawi                        | LL3.6                 | 1393.0     | Fell      | 1883.0 | -7.45  | 111.42  |
| 809  | Silverton (New South Wales)  | L6                    | 350.7      | Found     | 1883.0 | -31.88 | 141.2   |
| 810  | St. Caprais-de-Quinsac       | L6                    | 360.0      | Fell      | 1883.0 | 44.75  | 0.05    |
| 811  | São Julião de Moreira        | Iron, IIAB            | 162000.0   | Found     | 1883.0 | 41.77  | -8.58   |
| 812  | Chañaral                     | Iron, IIIAB           | 1207.0     | Found     | 1884.0 | -26.5  | -70.25  |
| 813  | Corrizatillo                 | Iron, IAB complex     | 1328.0     | Found     | 1884.0 | -26.03 | -70.33  |
| 814  | Djati-Pengilon               | H6                    | 166000.0   | Fell      | 1884.0 | -7.5   | 111.5   |
| 815  | Glorieta Mountain            | Pallasite, PMG-an     | 148000.0   | Found     | 1884.0 | 35.6   | -105.8  |
| 816  | Hammond                      | Iron, ungrouped       | 24000.0    | Found     | 1884.0 | 44.92  | -92.43  |
| 817  | Joe Wright Mountain          | Iron, IIIAB           | 42600.0    | Found     | 1884.0 | 35.77  | -91.5   |
| 818  | Kokstad                      | Iron, IIIE            | 341000.0   | Found     | 1884.0 | -30.55 | 29.42   |
| 819  | Merceditas                   | Iron, IIIAB           | 42900.0    | Found     | 1884.0 | -26.33 | -70.28  |
| 820  | Pirthalla                    | H6                    | 1161.0     | Fell      | 1884.0 | 29.58  | 76.0    |
| 821  | Tysnes Island                | H4                    | 19860.0    | Fell      | 1884.0 | 60.0   | 5.62    |
| 822  | Youndegin                    | Iron, IAB-MG          | 3800000.0  | Found     | 1884.0 | -32.1  | 117.72  |
| 823  | Chandpur                     | L6                    | 1100.0     | Fell      | 1885.0 | 27.28  | 79.05   |
| 824  | Jamestown                    | Iron, IVA             | 4000.0     | Found     | 1885.0 | 46.62  | -98.5   |
| 825  | Lucky Hill                   | Iron, IIIAB           | 20500.0    | Found     | 1885.0 | 17.9   | -77.63  |
| 826  | Mazapil                      | Iron, IAB-sLL         | 4000.0     | Fell      | 1885.0 | 24.68  | -101.68 |
| 827  | Pavlodar (pallasite)         | Pallasite, PMG-an     | 4500.0     | Found     | 1885.0 | 51.17  | 77.33   |
| 828  | Puquios                      | Iron, IID             | 6580.0     | Found     | 1885.0 | -27.15 | -69.92  |
| 829  | Tanokami Mountain            | Iron, IIIE            | 174000.0   | Found     | 1885.0 | 34.92  | 135.97  |
| 830  | Assisi                       | H5                    | 2000.0     | Fell      | 1886.0 | 43.03  | 12.55   |
| 831  | Barntrup                     | LL4                   | 17.0       | Fell      | 1886.0 | 52.0   | 9.1     |
| 832  | Bradford Woods               | L                     | 762.0      | Fell      | 1886.0 | 40.5   | -80.08  |
| 833  | Cabin Creek                  | Iron, IIIAB           | 48500.0    | Fell      | 1886.0 | 35.5   | -93.5   |
| 834  | Kulnine                      | L6                    | 55300.0    | Found     | 1886.0 | -34.15 | 141.78  |
| 835  | Kyushu                       | L6                    | 45000.0    | Fell      | 1886.0 | 32.03  | 130.63  |
| 836  | Nammianthal                  | H5                    | 4500.0     | Fell      | 1886.0 | 12.28  | 79.2    |
| 837  | Novo-Urei                    | Ureilite              | 1900.0     | Fell      | 1886.0 | 54.82  | 46.0    |
| 838  | Rafrüti                      | Iron, ungrouped       | 18200.0    | Found     | 1886.0 | 47.0   | 7.83    |
| 839  | Tonganoxie                   | Iron, IIIAB           | 11800.0    | Found     | 1886.0 | 39.08  | -95.12  |
| 840  | Algoma                       | Iron, IAB-sHL         | 4100.0     | Found     | 1887.0 | 44.65  | -87.47  |
| 841  | Bielokrynitschie             | H4                    | 1900.0     | Fell      | 1887.0 | 50.13  | 27.17   |
| 842  | Carlton                      | Iron, IAB-sLM         | 81200.0    | Found     | 1887.0 | 31.92  | -98.03  |
| 843  | Crab Orchard                 | Mesosiderite-A1       | 48500.0    | Found     | 1887.0 | 35.83  | -84.92  |
| 844  | De Cewsville                 | H6                    | 340.0      | Fell      | 1887.0 | 43.0   | -80.0   |
| 845  | Doyleville                   | H5                    | 112.0      | Found     | 1887.0 | 38.42  | -106.58 |
| 846  | Holland's Store              | Iron, IIAB            | 12200.0    | Found     | 1887.0 | 34.37  | -85.43  |
| 847  | Indian Valley                | Iron, IIAB            | 14100.0    | Found     | 1887.0 | 36.93  | -80.5   |
| 848  | Indio Rico                   | H6                    | 15000.0    | Found     | 1887.0 | -38.33 | -60.88  |
| 849  | Kendall County               | Iron, IAB-ung         | 21000.0    | Found     | 1887.0 | 29.4   | -98.5   |
| 850  | Lalitpur                     | L6                    | 372.0      | Fell      | 1887.0 | 24.45  | 78.57   |
| 851  | Morristown                   | Mesosiderite-A3       | 16300.0    | Found     | 1887.0 | 36.2   | -83.38  |
| 852  | Mount Joy                    | Iron, IIAB            | 384000.0   | Found     | 1887.0 | 39.78  | -77.22  |
| 853  | Ochansk                      | H4                    | 500000.0   | Fell      | 1887.0 | 57.78  | 55.27   |
| 854  | Pan de Azucar                | Iron, IAB complex     | 19500.0    | Found     | 1887.0 | -26.5  | -69.5   |
| 855  | Phu Hong                     | H4                    | 500.0      | Fell      | 1887.0 | 11.25  | 108.58  |
| 856  | Pipe Creek                   | H6                    | 13600.0    | Found     | 1887.0 | 29.68  | -98.92  |
| 857  | San Emigdio                  | H4                    | 36000.0    | Found     | 1887.0 | 36.0   | -119.0  |
| 858  | San Pedro Springs            | L6                    | 72.0       | Found     | 1887.0 | 29.5   | -98.5   |
| 859  | Silver Crown                 | Iron, IAB-MG          | 11600.0    | Found     | 1887.0 | 41.23  | -104.98 |
| 860  | Waldron Ridge                | Iron, IAB complex     | 13600.0    | Found     | 1887.0 | 36.63  | -83.83  |
| 861  | Bella Roca                   | Iron, IIIAB           | 33000.0    | Found     | 1888.0 | 24.9   | -105.4  |
| 862  | Bischtübe                    | Iron, IAB-sLL         | 48250.0    | Found     | 1888.0 | 51.95  | 62.2    |
| 863  | Carcote                      | H5                    | 392.0      | Found     | 1888.0 | -24.0  | -69.0   |
| 864  | Cowra                        | Iron, ungrouped       | 5560.0     | Found     | 1888.0 | -33.85 | 148.68  |
| 865  | Eli Elwah                    | L6                    | 15200.0    | Found     | 1888.0 | -34.5  | 144.72  |
| 866  | Franklinville                | L6                    | 108.0      | Found     | 1888.0 | 38.5   | -100.0  |
| 867  | Haniet-el-Beguel             | Iron, IAB complex     | 2000.0     | Found     | 1888.0 | 32.48  | 4.4     |
| 868  | La Primitiva                 | Iron, IIG             | 27400.0    | Found     | 1888.0 | -19.92 | -69.82  |
| 869  | Lonaconing                   | Iron, IAB-sHL         | 1400.0     | Found     | 1888.0 | 39.42  | -79.15  |
| 870  | Minas Gerais                 | L6                    | 1224.0     | Found     | 1888.0 | -18.5  | -44.0   |
| 871  | Pirapora                     | Iron, IIAB            | 6175.0     | Found     | 1888.0 | -17.3  | -45.0   |
| 872  | St. Genevieve County         | Iron, IIIF            | 244500.0   | Found     | 1888.0 | 37.97  | -90.32  |
| 873  | Thomson                      | L6                    | 218.0      | Found     | 1888.0 | 33.47  | -82.48  |
| 874  | Thurlow                      | Iron, IIIAB           | 5500.0     | Found     | 1888.0 | 44.75  | -77.58  |
| 875  | Welland                      | Iron, IIIAB           | 8200.0     | Found     | 1888.0 | 43.02  | -79.22  |
| 876  | Ameca-Ameca                  | Iron                  | 1.2        | Found     | 1889.0 | 20.58  | -104.07 |
| 877  | Apoala                       | Iron, IIIAB           | 85000.0    | Found     | 1889.0 | 17.7   | -97.0   |
| 878  | Dexter                       | Iron, IIIAB           | 1724.0     | Found     | 1889.0 | 33.82  | -97.0   |
| 879  | Ergheo                       | L5                    | 20000.0    | Fell      | 1889.0 | 1.17   | 44.17   |
| 880  | Ferguson                     | OC                    | 220.0      | Fell      | 1889.0 | 36.1   | -81.42  |
| 881  | Gilgoin                      | H5                    | 147000.0   | Found     | 1889.0 | -30.38 | 147.2   |
| 882  | Hopper                       | Iron, IIIAB           | 1800.0     | Found     | 1889.0 | 36.55  | -79.78  |
| 883  | Iron River                   | Iron, IVA             | 1420.0     | Found     | 1889.0 | 46.08  | -88.56  |
| 884  | Jelica                       | LL6                   | 34000.0    | Fell      | 1889.0 | 43.83  | 20.44   |
| 885  | Kenton County                | Iron, IIIAB           | 194000.0   | Found     | 1889.0 | 38.82  | -84.6   |
| 886  | Lundsgård                    | L6                    | 11000.0    | Fell      | 1889.0 | 56.22  | 13.03   |
| 887  | Mighei                       | CM2                   | 8000.0     | Fell      | 1889.0 | 48.07  | 30.97   |
| 888  | Moctezuma                    | Iron, IAB-sLL         | 1700.0     | Found     | 1889.0 | 29.8   | -109.67 |
| 889  | Travis County (a)            | H5                    | 175400.0   | Found     | 1889.0 | 30.3   | -97.7   |
| 890  | Travis County (b)            | H4                    | 5900.0     | Found     | 1889.0 | 30.56  | -97.95  |
| 891  | Augustinovka                 | Iron, IIIAB           | 400000.0   | Found     | 1890.0 | 48.07  | 35.08   |
| 892  | Blue Tier                    | Iron                  | 1400.0     | Found     | 1890.0 | -41.18 | 148.03  |
| 893  | Bridgewater                  | Iron, IID             | 13600.0    | Found     | 1890.0 | 35.72  | -81.87  |
| 894  | Collescipoli                 | H5                    | 5000.0     | Fell      | 1890.0 | 42.53  | 12.62   |
| 895  | Farmington                   | L5                    | 89400.0    | Fell      | 1890.0 | 39.75  | -97.03  |
| 896  | Forest City                  | H5                    | 152000.0   | Fell      | 1890.0 | 43.25  | -93.67  |
| 897  | Franceville                  | Iron, IIIAB           | 18800.0    | Found     | 1890.0 | 38.82  | -104.62 |
| 898  | Hassi-Jekna                  | Iron, IAB-sHL         | 1250.0     | Fell      | 1890.0 | 28.95  | 0.82    |
| 899  | Jianshi                      | Iron, IIIAB           | 600000.0   | Fell      | 1890.0 | 30.81  | 109.5   |
| 900  | Kakangari                    | K3                    | 350.0      | Fell      | 1890.0 | 12.38  | 78.52   |
| 901  | Misshof                      | H5                    | 5800.0     | Fell      | 1890.0 | 56.67  | 23.0    |
| 902  | Morland                      | H6                    | 295000.0   | Found     | 1890.0 | 39.33  | -100.07 |
| 903  | Nagy-Vázsony                 | Iron, IAB-sLL         | 2000.0     | Found     | 1890.0 | 46.98  | 17.7    |
| 904  | Nawapali                     | CM2                   | 105.0      | Fell      | 1890.0 | 21.25  | 83.67   |
| 905  | Sacramento Mountains         | Iron, IIIAB           | 237200.0   | Found     | 1890.0 | 32.92  | -104.67 |
| 906  | Shirahagi                    | Iron, IVA             | 22700.0    | Found     | 1890.0 | 36.7   | 137.37  |
| 907  | St. Germain-du-Pinel         | H6                    | 4000.0     | Fell      | 1890.0 | 48.02  | -1.15   |
| 908  | Summit                       | Iron, IIAB            | 1000.0     | Found     | 1890.0 | 34.2   | -86.48  |
| 909  | Villedieu                    | H4                    | 14000.0    | Found     | 1890.0 | 47.92  | 4.35    |
| 910  | Western Arkansas             | Iron, IVA             | 1750.0     | Found     | 1890.0 | 35.0   | -94.0   |
| 911  | Bald Eagle                   | Iron, IIIAB           | 3200.0     | Found     | 1891.0 | 41.28  | -77.05  |
| 912  | Canyon Diablo                | Iron, IAB-MG          | 30000000.0 | Found     | 1891.0 | 35.05  | -111.03 |
| 913  | Forsyth County               | Iron, IIAB            | 22700.0    | Found     | 1891.0 | 36.1   | -80.2   |
| 914  | Guêa                         | Stone-uncl            | 1915.0     | Fell      | 1891.0 | 43.77  | 20.23   |
| 915  | Indarch                      | EH4                   | 27000.0    | Fell      | 1891.0 | 39.75  | 46.67   |
| 916  | Jonesboro                    | Iron, IVA             | 30.0       | Found     | 1891.0 | 36.3   | -82.47  |
| 917  | Kingston                     | Iron, ungrouped       | 12900.0    | Found     | 1891.0 | 32.9   | -107.73 |
| 918  | Long Island                  | L6                    | 564000.0   | Found     | 1891.0 | 39.93  | -99.6   |
| 919  | Ternera                      | Iron, IVB             | 1980.0     | Found     | 1891.0 | -27.33 | -69.8   |
| 920  | Toubil River                 | Iron, IIIAB           | 22000.0    | Found     | 1891.0 | 55.88  | 89.1    |
| 921  | Ballinoo                     | Iron, IIC             | 42200.0    | Found     | 1892.0 | -27.7  | 115.77  |
| 922  | Bansur                       | L6                    | 15000.0    | Fell      | 1892.0 | 27.7   | 76.33   |
| 923  | Bath                         | H4                    | 21000.0    | Fell      | 1892.0 | 45.42  | -98.32  |
| 924  | Cobija                       | H6                    | 6530.0     | Found     | 1892.0 | -22.57 | -70.25  |
| 925  | Cross Roads                  | H5                    | 167.0      | Fell      | 1892.0 | 35.63  | -78.13  |
| 926  | Dayton                       | Iron, IAB-sLH         | 26300.0    | Found     | 1892.0 | 39.75  | -84.17  |
| 927  | Guareña                      | H6                    | 39000.0    | Fell      | 1892.0 | 38.73  | -6.02   |
| 928  | Moonbi                       | Iron, IIIF            | 13200.0    | Found     | 1892.0 | -30.92 | 151.28  |
| 929  | Morradal                     | Iron, ungrouped       | 2750.0     | Found     | 1892.0 | 62.0   | 7.67    |
| 930  | Roebourne                    | Iron, IIIAB           | 86860.0    | Found     | 1892.0 | -22.33 | 118.0   |
| 931  | Saotome                      | Iron, IVA             | 10880.0    | Found     | 1892.0 | 36.5   | 137.0   |
| 932  | Beaver Creek                 | H5                    | 14000.0    | Fell      | 1893.0 | 51.17  | -117.33 |
| 933  | Bherai                       | L6                    | 100.0      | Fell      | 1893.0 | 20.83  | 71.47   |
| 934  | El Capitan                   | Iron, IIIAB           | 27500.0    | Found     | 1893.0 | 33.5   | -105.5  |
| 935  | Kaufman                      | L5                    | 23000.0    | Found     | 1893.0 | 32.58  | -96.42  |
| 936  | Kofa                         | Iron, IAB-sHH         | 490.0      | Found     | 1893.0 | 33.5   | -114.0  |
| 937  | Oroville                     | Iron, IIIAB           | 24500.0    | Found     | 1893.0 | 39.68  | -121.63 |
| 938  | Persimmon Creek              | Iron, IAB-sLM         | 5000.0     | Found     | 1893.0 | 35.05  | -84.23  |
| 939  | Plymouth                     | Iron, IIIAB           | 14000.0    | Found     | 1893.0 | 41.33  | -86.32  |
| 940  | Prairie Dog Creek            | H3.7                  | 2900.0     | Found     | 1893.0 | 39.63  | -100.5  |
| 941  | Pricetown                    | L6                    | 900.0      | Fell      | 1893.0 | 39.12  | -83.85  |
| 942  | South Bend                   | Pallasite, PMG        | 2500.0     | Found     | 1893.0 | 41.65  | -86.22  |
| 943  | Zabrodje                     | L6                    | 3000.0     | Fell      | 1893.0 | 55.18  | 27.92   |
| 944  | Arlington                    | Iron, IIE-an          | 8940.0     | Found     | 1894.0 | 44.6   | -94.1   |
| 945  | Bori                         | L6                    | 8600.0     | Fell      | 1894.0 | 21.95  | 78.03   |
| 946  | Canton                       | Iron, IIIAB           | 7030.0     | Found     | 1894.0 | 34.2   | -84.48  |
| 947  | Fisher                       | L6                    | 17600.0    | Fell      | 1894.0 | 47.82  | -96.85  |
| 948  | Hildreth                     | L5                    | 3060.0     | Found     | 1894.0 | 40.33  | -99.03  |
| 949  | Jerome (Kansas)              | L4                    | 29600.0    | Found     | 1894.0 | 38.77  | -100.73 |
| 950  | Los Martinez                 | L6                    | 25.0       | Fell      | 1894.0 | 38.0   | -0.83   |
| 951  | Ness County (1894)           | L6                    | 82000.0    | Found     | 1894.0 | 38.5   | -99.6   |
| 952  | Sam's Valley                 | Iron, IIIAB           | 6920.0     | Found     | 1894.0 | 42.53  | -122.88 |
| 953  | Savtschenskoje               | LL4                   | 2500.0     | Fell      | 1894.0 | 47.22  | 29.87   |
| 954  | Ambapur Nagla                | H5                    | 6400.0     | Fell      | 1895.0 | 27.67  | 78.25   |
| 955  | Bishunpur                    | LL3.15                | 1039.0     | Fell      | 1895.0 | 25.38  | 82.6    |
| 956  | Hayden Creek                 | Iron, IIIAB           | 270.0      | Found     | 1895.0 | 45.0   | -114.0  |
| 957  | Nagy-Borové                  | L5                    | 6100.0     | Fell      | 1895.0 | 49.17  | 19.5    |
| 958  | Nocoleche                    | Iron, IC-an           | 20000.0    | Found     | 1895.0 | -29.87 | 144.22  |
| 959  | Oakley (stone)               | H6                    | 27700.0    | Found     | 1895.0 | 38.95  | -101.02 |
| 960  | Oscuro Mountains             | Iron, IAB-MG          | 3600.0     | Found     | 1895.0 | 33.63  | -106.38 |
| 961  | Pampa del Infierno           | L6                    | 896.0      | Found     | 1895.0 | -26.68 | -61.08  |
| 962  | Reed City                    | Iron, ungrouped       | 20000.0    | Found     | 1895.0 | 43.87  | -85.52  |
| 963  | Rockhampton                  | Stone-uncl            | 1641.0     | Fell      | 1895.0 | -23.38 | 150.52  |
| 964  | Arispe                       | Iron, IC              | 683000.0   | Found     | 1896.0 | 30.33  | -109.98 |
| 965  | Atemajac                     | L6                    | 94.2       | Fell      | 1896.0 | 20.07  | -103.67 |
| 966  | Bolivia                      | Iron, IAB-MG          | 21250.0    | Found     | 1896.0 | NULL   | NULL    |
| 967  | Covert                       | H5                    | 61000.0    | Found     | 1896.0 | 39.2   | -98.78  |
| 968  | Lesves                       | L6                    | 2000.0     | Fell      | 1896.0 | 50.37  | 4.73    |
| 969  | Loreto                       | Iron, IIIAB           | 94800.0    | Found     | 1896.0 | 26.02  | -111.37 |
| 970  | Luis Lopez                   | Iron, IIIAB           | 7000.0     | Found     | 1896.0 | 34.0   | -106.97 |
| 971  | Madrid                       | L6                    | 400.0      | Fell      | 1896.0 | 40.42  | -3.72   |
| 972  | Ottawa                       | LL6                   | 840.0      | Fell      | 1896.0 | 38.6   | -95.22  |
| 973  | Rosario                      | Iron, IAB-MG          | 2700.0     | Found     | 1896.0 | 14.6   | -88.68  |
| 974  | Delhi                        | L5                    | 0.8        | Fell      | 1897.0 | 28.57  | 77.25   |
| 975  | Gambat                       | L6                    | 6400.0     | Fell      | 1897.0 | 27.35  | 68.53   |
| 976  | Higashi-koen                 | H5                    | 750.0      | Fell      | 1897.0 | 33.6   | 130.43  |
| 977  | Kangra Valley                | H5                    | 400.0      | Fell      | 1897.0 | 32.08  | 76.3    |
| 978  | Lancon                       | H6                    | 7000.0     | Fell      | 1897.0 | 43.75  | 5.12    |
| 979  | Los Reyes                    | Iron, IIIAB           | 19500.0    | Found     | 1897.0 | 19.27  | -97.28  |
| 980  | Meuselbach                   | L6                    | 870.0      | Fell      | 1897.0 | 50.58  | 11.1    |
| 981  | Mount Morris (New York)      | H                     | 12.5       | Found     | 1897.0 | 42.7   | -77.88  |
| 982  | Mungindi                     | Iron, IAB-sLM         | 51300.0    | Found     | 1897.0 | -28.93 | 148.95  |
| 983  | Nio                          | H3-4                  | 467.0      | Fell      | 1897.0 | 34.2   | 131.57  |
| 984  | San Angelo                   | Iron, IIIAB           | 88000.0    | Found     | 1897.0 | 31.42  | -100.35 |
| 985  | Zavid                        | L6                    | 95000.0    | Fell      | 1897.0 | 44.4   | 19.12   |
| 986  | Alt Bela                     | Iron, IID             | 4000.0     | Found     | 1898.0 | 49.77  | 18.25   |
| 987  | Andover                      | L6                    | 3200.0     | Fell      | 1898.0 | 44.62  | -70.75  |
| 988  | Andryushki                   | L6                    | 26.6       | Found     | 1898.0 | 49.65  | 29.63   |
| 989  | Armanty                      | Iron, IIIE            | 28000000.0 | Found     | 1898.0 | 47.0   | 88.0    |
| 990  | Bendock                      | Pallasite             | 27000.0    | Found     | 1898.0 | -37.15 | 148.92  |
| 991  | Bond Springs                 | H6                    | 6.2        | Found     | 1898.0 | -23.5  | 133.83  |
| 992  | Cedartown                    | Iron, IIAB            | 11300.0    | Found     | 1898.0 | 34.02  | -85.27  |
| 993  | Iredell                      | Iron, IIAB            | 1500.0     | Found     | 1898.0 | 31.97  | -97.87  |
| 994  | Kodaikanal                   | Iron, IIE             | 15900.0    | Found     | 1898.0 | 10.27  | 77.4    |
| 995  | Mariaville                   | Iron                  | 340.0      | Fell      | 1898.0 | 42.72  | -99.38  |
| 996  | Mart                         | Iron, IVA             | 7140.0     | Found     | 1898.0 | 31.5   | -96.88  |
| 997  | Mjelleim                     | H                     | 100.7      | Fell      | 1898.0 | 61.73  | 5.93    |
| 998  | Mount Ouray                  | Iron, IID             | 900.0      | Found     | 1898.0 | 38.42  | -106.22 |
| 999  | Quesa                        | Iron, IAB-ung         | 10750.0    | Fell      | 1898.0 | 39.0   | -0.67   |
| 1000 | Sierra Gorda                 | Iron, IIAB            | 26000.0    | Found     | 1898.0 | -22.9  | -69.35  |
+------+------------------------------+-----------------------+------------+-----------+--------+--------+---------+
