+------+------------------------------+-----------------------+------------+-----------+--------+--------+---------+
|  id  |             name             |         class         |    mass    | discovery |  year  |  lat   |  long   |
| 274  | Nuevo Mercurio (c)           | H5-6                  | 16.8       | Found     | NULL   | 24.26  | -102.14 |
| 275  | Ramlat as Sahmah 426         | H4                    | 92.0       | Found     | NULL   | 20.11  | 56.4    |
| 276  | Ramlat as Sahmah 427         | H5                    | 7.6        | Found     | NULL   | 20.1   | 56.41   |
| 277  | Ramlat as Sahmah 428         | L6                    | 16247.0    | Found     | NULL   | 20.1   | 56.33   |
| 278  | Rio Bunge                    | L                     | 11.0       | Found     | NULL   | NULL   | NULL    |
| 279  | Río Cuarto 001               | Eucrite               | 62.7       | Found     | NULL   | -32.87 | -64.22  |
| 280  | Sayh al Uhaymir 557          | H4                    | 3.0        | Found     | NULL   | 20.17  | 56.51   |
| 281  | Sleeper Camp 005             | H5                    | 129.0      | Found     | NULL   | -30.17 | 126.29  |
| 282  | Squaw Creek                  | Iron, IIAB            | 14500.0    | Found     | NULL   | 32.0   | -98.0   |
| 283  | Uasara                       | Iron, IIAB            | 3140.0     | Found     | NULL   | 0.0    | 0.0     |
| 284  | Um-Hadid                     | Mesosiderite          | 15400.0    | Found     | NULL   | 21.7   | 50.6    |
| 285  | Ur                           | Iron                  | NULL       | Found     | NULL   | 30.9   | 46.02   |
| 286  | Valencia                     | H5                    | 33500.0    | Found     | NULL   | 39.0   | -0.03   |
| 287  | Villa Regina                 | Iron, IIIAB           | 5030.0     | Found     | NULL   | -39.1  | -67.07  |
| 288  | Wietrzno-Bobrka              | Iron                  | 376.0      | Found     | NULL   | 49.42  | 21.7    |
| 289  | Wiltshire                    | H5                    | 92750.0    | Found     | NULL   | 51.15  | -1.81   |
| 290  | Zaragoza                     | Iron, IVA-an          | 162000.0   | Found     | NULL   | 41.65  | -0.87   |
| 291  | Elbogen                      | Iron, IID             | 107000.0   | Fell      | 1399.0 | 50.18  | 12.73   |
| 292  | Rivolta de Bassi             | Stone-uncl            | 103.3      | Fell      | 1490.0 | 45.48  | 9.52    |
| 293  | Ensisheim                    | LL6                   | 127000.0   | Fell      | 1491.0 | 47.87  | 7.35    |
| 294  | Valdinoce                    | Stone-uncl            | NULL       | Fell      | 1495.0 | 44.07  | 12.1    |
| 295  | Oliva-Gandia                 | Stone-uncl            | NULL       | Fell      | 1519.0 | 39.0   | -0.03   |
| 296  | Campo del Cielo              | Iron, IAB-MG          | 50000000.0 | Found     | 1575.0 | -27.47 | -60.58  |
| 297  | Castrovillari                | Stone-uncl            | 15000.0    | Fell      | 1583.0 | 39.8   | 16.2    |
| 298  | Morito                       | Iron, IIIAB           | 10100000.0 | Found     | 1600.0 | 27.05  | -105.43 |
| 299  | Jalandhar                    | Iron                  | 1967.0     | Fell      | 1621.0 | 31.0   | 75.0    |
| 300  | Stretchleigh                 | Stone-uncl            | 10400.0    | Fell      | 1623.0 | 50.38  | -3.95   |
| 301  | Hatford                      | Stone-uncl            | 29000.0    | Fell      | 1628.0 | 51.65  | -1.52   |
| 302  | Minamino                     | L                     | 1040.0     | Fell      | 1632.0 | 35.08  | 136.93  |
| 303  | Sagan                        | Stone-uncl            | NULL       | Fell      | 1636.0 | 51.53  | 14.88   |
| 304  | Mount Vaisi                  | Stone-uncl            | 17000.0    | Fell      | 1637.0 | 44.08  | 6.87    |
| 305  | Stolzenau                    | Stone-uncl            | NULL       | Fell      | 1647.0 | 52.53  | 9.05    |
| 306  | Fünen                        | Stone-uncl            | NULL       | Fell      | 1654.0 | 55.33  | 10.33   |
| 307  | Novy-Ergi                    | Stone-uncl            | NULL       | Fell      | 1662.0 | 58.55  | 31.33   |
| 308  | Vago                         | H6                    | 40.0       | Fell      | 1668.0 | 45.42  | 11.13   |
| 309  | Ortenau                      | Stone-uncl            | 4500.0     | Fell      | 1671.0 | 48.5   | 8.0     |
| 310  | Sasagase                     | H                     | 695.0      | Fell      | 1688.0 | 34.72  | 137.78  |
| 311  | Barcelona (stone)            | OC                    | NULL       | Fell      | 1704.0 | 41.37  | 2.17    |
| 312  | Schellin                     | L                     | 7000.0     | Fell      | 1715.0 | 53.35  | 15.05   |
| 313  | Siratik                      | Iron, IIAB            | 1700.0     | Found     | 1716.0 | 14.0   | -11.0   |
| 314  | Ploschkovitz                 | L5                    | 39.0       | Fell      | 1723.0 | 50.53  | 14.12   |
| 315  | Steinbach                    | Iron, IVA-an          | 98000.0    | Found     | 1724.0 | 50.5   | 12.5    |
| 316  | Rasgrad                      | Stone-uncl            | 24700.0    | Fell      | 1740.0 | 43.5   | 26.53   |
| 317  | Ogi                          | H6                    | 14360.0    | Fell      | 1741.0 | 33.28  | 130.2   |
| 318  | Krasnojarsk                  | Pallasite, PMG-an     | 700000.0   | Found     | 1749.0 | 54.9   | 91.8    |
| 319  | Nicorps                      | Stone-uncl            | NULL       | Fell      | 1750.0 | 49.03  | -1.43   |
| 320  | Hraschina                    | Iron, IID             | 49000.0    | Fell      | 1751.0 | 46.1   | 16.33   |
| 321  | Luponnas                     | H3-5                  | 14000.0    | Fell      | 1753.0 | 46.22  | 5.0     |
| 322  | Tabor                        | H5                    | 7540.0     | Fell      | 1753.0 | 49.4   | 14.65   |
| 323  | Albareto                     | L/LL4                 | 2000.0     | Fell      | 1766.0 | 44.65  | 11.02   |
| 324  | Lucé                         | L6                    | 3500.0     | Fell      | 1768.0 | 47.85  | 0.48    |
| 325  | Mauerkirchen                 | L6                    | 19000.0    | Fell      | 1768.0 | 48.18  | 13.13   |
| 326  | Aire-sur-la-Lys              | Unknown               | NULL       | Fell      | 1769.0 | 50.67  | 2.33    |
| 327  | Sena                         | H4                    | 4000.0     | Fell      | 1773.0 | 41.72  | -0.05   |
| 328  | Owrucz                       | OC                    | NULL       | Fell      | 1775.0 | 51.33  | 28.83   |
| 329  | Rodach                       | Stone-uncl            | 2900.0     | Fell      | 1775.0 | 50.35  | 10.8    |
| 330  | Toluca                       | Iron, IAB-sLL         | 3000000.0  | Found     | 1776.0 | 19.57  | -99.57  |
| 331  | Pettiswood                   | Stone-uncl            | NULL       | Fell      | 1779.0 | 53.53  | -7.33   |
| 332  | Longchang                    | Iron, IVA-an          | 158500.0   | Found     | 1781.0 | 29.3   | 105.3   |
| 333  | Bendegó                      | Iron, IC              | 5360000.0  | Found     | 1784.0 | -10.12 | -39.2   |
| 334  | Sierra Blanca                | Iron, IAB?            | 405.0      | Found     | 1784.0 | 27.15  | -104.9  |
| 335  | Eichstädt                    | H5                    | 3000.0     | Fell      | 1785.0 | 48.9   | 11.22   |
| 336  | Kharkov                      | L6                    | 1500.0     | Fell      | 1787.0 | 50.63  | 35.08   |
| 337  | Barbotan                     | H5                    | 6400.0     | Fell      | 1790.0 | 43.95  | -0.05   |
| 338  | Castel Berardenga            | Stone-uncl            | NULL       | Fell      | 1791.0 | 43.35  | 11.5    |
| 339  | Zacatecas (1792)             | Iron, ungrouped       | 1000000.0  | Found     | 1792.0 | 22.82  | -102.57 |
| 340  | Cape of Good Hope            | Iron, IVB             | 136000.0   | Found     | 1793.0 | -33.5  | 26.0    |
| 341  | Siena                        | LL5                   | 3700.0     | Fell      | 1794.0 | 43.12  | 11.6    |
| 342  | Mulletiwu                    | L                     | 25.5       | Fell      | 1795.0 | 9.33   | 80.83   |
| 343  | Wold Cottage                 | L6                    | 25000.0    | Fell      | 1795.0 | 54.14  | -0.41   |
| 344  | Bjelaja Zerkov               | H6                    | 1850.0     | Fell      | 1796.0 | 49.78  | 30.17   |
| 345  | Portugal                     | Stone-uncl            | 4500.0     | Fell      | 1796.0 | 38.5   | -8.0    |
| 346  | Prambanan                    | Iron, ungrouped       | 500000.0   | Found     | 1797.0 | -7.57  | 110.83  |
| 347  | Benares (a)                  | LL4                   | 3700.0     | Fell      | 1798.0 | 25.37  | 82.92   |
| 348  | Salles                       | L5                    | 9000.0     | Fell      | 1798.0 | 46.05  | 4.63    |
| 349  | Mauritius                    | L6                    | 220.0      | Fell      | 1801.0 | -20.0  | 57.0    |
| 350  | Apt                          | L6                    | 3200.0     | Fell      | 1803.0 | 43.87  | 5.38    |
| 351  | L'Aigle                      | L6                    | 37000.0    | Fell      | 1803.0 | 48.77  | 0.63    |
| 352  | Mässing                      | Howardite             | 1600.0     | Fell      | 1803.0 | 48.13  | 12.62   |
| 353  | Bocas                        | L6                    | 56.0       | Fell      | 1804.0 | 23.0   | -102.0  |
| 354  | Charcas                      | Iron, IIIAB           | 1400000.0  | Found     | 1804.0 | 23.08  | -101.02 |
| 355  | Darmstadt                    | H5                    | 100.0      | Fell      | 1804.0 | 49.87  | 8.65    |
| 356  | Durango                      | Iron, IIIAB           | 164000.0   | Found     | 1804.0 | NULL   | NULL    |
| 357  | High Possil                  | L6                    | 4500.0     | Fell      | 1804.0 | 55.9   | -4.23   |
| 358  | Misteca                      | Iron, ungrouped       | 10000.0    | Found     | 1804.0 | 16.8   | -97.1   |
| 359  | Asco                         | H6                    | 41.0       | Fell      | 1805.0 | 42.45  | 9.03    |
| 360  | Bitburg                      | Iron, IAB complex     | 1500000.0  | Found     | 1805.0 | 49.97  | 6.53    |
| 361  | Doroninsk                    | H5-7                  | 3891.0     | Fell      | 1805.0 | 51.2   | 112.3   |
| 362  | Alais                        | CI1                   | 6000.0     | Fell      | 1806.0 | 44.12  | 4.08    |
| 363  | Timochin                     | H5                    | 65500.0    | Fell      | 1807.0 | 54.5   | 35.2    |
| 364  | Weston                       | H4                    | 150000.0   | Fell      | 1807.0 | 41.27  | -73.27  |
| 365  | Borgo San Donino             | LL6                   | 1676.0     | Fell      | 1808.0 | 44.87  | 10.05   |
| 366  | Lissa                        | L6                    | 12800.0    | Fell      | 1808.0 | 50.2   | 14.85   |
| 367  | Moradabad                    | L6                    | 70.0       | Fell      | 1808.0 | 28.78  | 78.83   |
| 368  | Red River                    | Iron, IIIAB           | 800000.0   | Found     | 1808.0 | 32.0   | -95.0   |
| 369  | Stannern                     | Eucrite-mmict         | 52000.0    | Fell      | 1808.0 | 49.28  | 15.57   |
| 370  | Kikino                       | H6                    | 195.0      | Fell      | 1809.0 | 55.0   | 34.0    |
| 371  | Brahin                       | Pallasite, PMG        | 823000.0   | Found     | 1810.0 | 52.5   | 30.33   |
| 372  | Caswell County               | OC                    | 1360.0     | Fell      | 1810.0 | 36.5   | -79.25  |
| 373  | Charsonville                 | H6                    | 27000.0    | Fell      | 1810.0 | 47.93  | 1.57    |
| 374  | Mooresfort                   | H5                    | 3520.0     | Fell      | 1810.0 | 52.45  | -8.33   |
| 375  | Santa Rosa                   | Iron, IC              | 825000.0   | Found     | 1810.0 | 5.92   | -73.0   |
| 376  | Berlanguillas                | L6                    | 1440.0     | Fell      | 1811.0 | 41.68  | -3.8    |
| 377  | Kuleschovka                  | L6                    | 6000.0     | Fell      | 1811.0 | 50.75  | 33.5    |
| 378  | Punganaru                    | Stone-uncl            | 100.0      | Fell      | 1811.0 | 13.33  | 78.95   |
| 379  | Borodino                     | H5                    | 500.0      | Fell      | 1812.0 | 55.47  | 35.87   |
| 380  | Chantonnay                   | L6                    | 31500.0    | Fell      | 1812.0 | 46.68  | 1.05    |
| 381  | Erxleben                     | H6                    | 2250.0     | Fell      | 1812.0 | 52.22  | 11.25   |
| 382  | Toulouse                     | H6                    | 1030.0     | Fell      | 1812.0 | 43.6   | 1.4     |
| 383  | Limerick                     | H5                    | 50000.0    | Fell      | 1813.0 | 52.57  | -8.78   |
| 384  | Luotolax                     | Howardite             | 885.0      | Fell      | 1813.0 | 61.2   | 27.7    |
| 385  | Agen                         | H5                    | 30000.0    | Fell      | 1814.0 | 44.22  | 0.62    |
| 386  | Bachmut                      | L6                    | 18000.0    | Fell      | 1814.0 | 48.6   | 38.0    |
| 387  | Chail                        | H6                    | 0.5        | Fell      | 1814.0 | 25.37  | 81.67   |
| 388  | Gurram Konda                 | L6                    | 28.0       | Fell      | 1814.0 | 13.78  | 78.57   |
| 389  | Lenarto                      | Iron, IIIAB           | 108500.0   | Found     | 1814.0 | 49.0   | 21.0    |
| 390  | Chassigny                    | Martian (chassignite) | 4000.0     | Fell      | 1815.0 | 47.72  | 5.37    |
| 391  | Durala                       | L6                    | 13200.0    | Fell      | 1815.0 | 30.3   | 76.63   |
| 392  | Hachi-oji                    | H?                    | 0.2        | Fell      | 1817.0 | 35.65  | 139.33  |
| 393  | Cambria                      | Iron, ungrouped       | 16300.0    | Found     | 1818.0 | 43.2   | -78.8   |
| 394  | Cape York                    | Iron, IIIAB           | 58200000.0 | Found     | 1818.0 | 76.13  | -64.93  |
| 395  | Seres                        | H4                    | 8500.0     | Fell      | 1818.0 | 41.05  | 23.57   |
| 396  | Slobodka                     | L4                    | 2750.0     | Fell      | 1818.0 | 55.0   | 35.0    |
| 397  | Zaborzika                    | L6                    | 3867.0     | Fell      | 1818.0 | 50.28  | 27.68   |
| 398  | Burlington                   | Iron, IIIE            | 68000.0    | Found     | 1819.0 | 42.75  | -75.18  |
| 399  | Jonzac                       | Eucrite-mmict         | 5000.0     | Fell      | 1819.0 | 45.43  | -0.45   |
| 400  | Pohlitz                      | L5                    | 3000.0     | Fell      | 1819.0 | 50.93  | 12.13   |
| 401  | Lixna                        | H4                    | 5213.0     | Fell      | 1820.0 | 56.0   | 26.43   |
| 402  | Juvinas                      | Eucrite-mmict         | 91000.0    | Fell      | 1821.0 | 44.72  | 4.3     |
| 403  | Angers                       | L6                    | NULL       | Fell      | 1822.0 | 47.47  | -0.55   |
| 404  | Clohars                      | L4                    | 48.6       | Fell      | 1822.0 | NULL   | NULL    |
| 405  | Futtehpur                    | L6                    | 4000.0     | Fell      | 1822.0 | 25.95  | 80.82   |
| 406  | Guilford County              | Iron, IIIAB           | 1100.0     | Found     | 1822.0 | 35.57  | -79.83  |
| 407  | Imilac                       | Pallasite, PMG        | 920000.0   | Found     | 1822.0 | -24.2  | -68.81  |
| 408  | Kadonah                      | H6                    | 89.0       | Fell      | 1822.0 | 27.08  | 78.33   |
| 409  | Umbala                       | LL5                   | 100.0      | Fell      | 1822.0 | 30.33  | 76.33   |
| 410  | Épinal                       | H5                    | 277.0      | Fell      | 1822.0 | 48.18  | 6.47    |
| 411  | Botschetschki                | L4                    | 614.0      | Fell      | 1823.0 | 51.33  | 33.88   |
| 412  | Nobleborough                 | Eucrite-pmict         | 2300.0     | Fell      | 1823.0 | 44.08  | -69.48  |
| 413  | Renazzo                      | CR2                   | 1000.0     | Fell      | 1824.0 | 44.77  | 11.28   |
| 414  | Tounkin                      | OC                    | 2000.0     | Fell      | 1824.0 | 51.73  | 102.53  |
| 415  | Zebrak                       | H5                    | 2000.0     | Fell      | 1824.0 | 49.88  | 13.92   |
| 416  | Honolulu                     | L5                    | 2420.0     | Fell      | 1825.0 | 21.3   | -157.87 |
| 417  | Nanjemoy                     | H6                    | 7500.0     | Fell      | 1825.0 | 38.42  | -77.17  |
| 418  | Yanhuitlan                   | Iron, IVA             | 421000.0   | Found     | 1825.0 | 17.53  | -97.35  |
| 419  | Galapian                     | H6                    | 132.7      | Fell      | 1826.0 | 44.3   | 0.4     |
| 420  | Mineo                        | Pallasite             | 42.0       | Fell      | 1826.0 | 37.28  | 14.7    |
| 421  | Pavlograd                    | L6                    | 40000.0    | Fell      | 1826.0 | 48.53  | 35.98   |
| 422  | Bialystok                    | Eucrite-pmict         | 4000.0     | Fell      | 1827.0 | 53.1   | 23.2    |
| 423  | Drake Creek                  | L6                    | 5000.0     | Fell      | 1827.0 | 36.4   | -86.5   |
| 424  | Mhow                         | L6                    | 350.0      | Fell      | 1827.0 | 25.9   | 83.62   |
| 425  | La Caille                    | Iron, ungrouped       | 626000.0   | Found     | 1828.0 | 43.73  | 6.78    |
| 426  | Richmond                     | LL5                   | 1800.0     | Fell      | 1828.0 | 37.47  | -77.5   |
| 427  | Bohumilitz                   | Iron, IAB-MG          | 59000.0    | Found     | 1829.0 | 49.05  | 13.77   |
| 428  | Deal                         | L6                    | 28.0       | Fell      | 1829.0 | 40.25  | -74.0   |
| 429  | Forsyth                      | L6                    | 16300.0    | Fell      | 1829.0 | 33.02  | -83.97  |
| 430  | Krasnoi-Ugol                 | L6                    | 2440.0     | Fell      | 1829.0 | 54.03  | 40.9    |
| 431  | Launton                      | L6                    | 1060.0     | Fell      | 1830.0 | 51.9   | -1.12   |
| 432  | Perth                        | LL5                   | 2.0        | Fell      | 1830.0 | 56.4   | -3.43   |
| 433  | Vouillé                      | L6                    | 20000.0    | Fell      | 1831.0 | 46.63  | 0.17    |
| 434  | Wessely                      | H5                    | 3750.0     | Fell      | 1831.0 | 48.95  | 17.38   |
| 435  | Walker County                | Iron, IIAB            | 74800.0    | Found     | 1832.0 | 34.0   | -87.17  |
| 436  | Blansko                      | H6                    | 470.0      | Fell      | 1833.0 | 49.37  | 16.63   |
| 437  | Charwallas                   | H6                    | 12000.0    | Fell      | 1834.0 | 29.48  | 75.5    |
| 438  | Lime Creek                   | Iron, IAB-ung         | 20000.0    | Found     | 1834.0 | 31.55  | -87.52  |
| 439  | Okniny                       | LL6                   | 12000.0    | Fell      | 1834.0 | 50.83  | 25.5    |
| 440  | Aldsworth                    | LL5                   | 700.0      | Fell      | 1835.0 | 51.78  | -1.78   |
| 441  | Charlotte                    | Iron, IVA             | 4300.0     | Fell      | 1835.0 | 36.17  | -87.33  |
| 442  | Aubres                       | Aubrite               | 800.0      | Fell      | 1836.0 | 44.38  | 5.17    |
| 443  | Gibeon                       | Iron, IVA             | 26000000.0 | Found     | 1836.0 | -25.5  | 18.0    |
| 444  | Macau                        | H5                    | 1500.0     | Fell      | 1836.0 | -5.2   | -36.67  |
| 445  | Mascombes                    | L6                    | 1000.0     | Fell      | 1836.0 | 45.37  | 1.87    |
| 446  | Wichita County               | Iron, IAB-MG          | 145000.0   | Found     | 1836.0 | 34.07  | -98.92  |
| 447  | Coahuila                     | Iron, IIAB            | 2100000.0  | Found     | 1837.0 | 28.7   | -102.73 |
| 448  | Cosby's Creek                | Iron, IAB-MG          | 960000.0   | Found     | 1837.0 | 35.78  | -83.25  |
| 449  | Esnandes                     | L6                    | 1500.0     | Fell      | 1837.0 | 46.25  | -1.1    |
| 450  | Gross-Divina                 | H5                    | 10500.0    | Fell      | 1837.0 | 49.27  | 18.72   |
| 451  | Yonozu                       | H4/5                  | 31650.0    | Fell      | 1837.0 | 37.75  | 139.0   |
| 452  | Akbarpur                     | H4                    | 1800.0     | Fell      | 1838.0 | 29.72  | 77.95   |
| 453  | Chandakapur                  | L5                    | 8800.0     | Fell      | 1838.0 | 20.27  | 76.02   |
| 454  | Cold Bokkeveld               | CM2                   | 5200.0     | Fell      | 1838.0 | -33.13 | 19.38   |
| 455  | Kaee                         | H5                    | 230.0      | Fell      | 1838.0 | 27.25  | 79.97   |
| 456  | Montlivault                  | L6                    | 500.0      | Fell      | 1838.0 | 47.63  | 1.58    |
| 457  | Simbirsk (of P. Partsch)     | OC                    | 1500.0     | Found     | 1838.0 | 54.3   | 48.4    |
| 458  | Slobodka (of P. Partsch)     | L6                    | 950.0      | Found     | 1838.0 | 55.0   | 35.0    |
| 459  | Asheville                    | Iron, IIIAB           | 800.0      | Found     | 1839.0 | 35.58  | -82.53  |
| 460  | Black Mountain               | Iron, IAB-MG          | 800.0      | Found     | 1839.0 | 35.58  | -82.35  |
| 461  | Little Piney                 | L5                    | 491.0      | Fell      | 1839.0 | 37.92  | -92.08  |
| 462  | Putnam County                | Iron, IVA             | 32700.0    | Found     | 1839.0 | 33.25  | -83.25  |
| 463  | Smithland                    | Iron, IVA             | 5000.0     | Found     | 1839.0 | 37.13  | -88.4   |
| 464  | Abo                          | H                     | 1.2        | Found     | 1840.0 | 60.43  | 22.3    |
| 465  | Carthage                     | Iron, IIIAB           | 127000.0   | Found     | 1840.0 | 36.27  | -85.98  |
| 466  | Cereseto                     | H5                    | 6460.0     | Fell      | 1840.0 | 45.08  | 8.3     |
| 467  | Karakol                      | LL6                   | 3000.0     | Fell      | 1840.0 | 47.22  | 81.02   |
| 468  | Magura                       | Iron, IAB-MG          | 150000.0   | Found     | 1840.0 | 49.33  | 19.48   |
| 469  | Smithville                   | Iron, IAB-MG          | 70500.0    | Found     | 1840.0 | 35.98  | -85.85  |
| 470  | Uden                         | LL7                   | 710.0      | Fell      | 1840.0 | 51.65  | 5.62    |
| 471  | Château-Renard               | L6                    | 30000.0    | Fell      | 1841.0 | 47.93  | 2.92    |
| 472  | Grüneberg                    | H4                    | 1000.0     | Fell      | 1841.0 | 51.93  | 15.5    |
| 473  | Petropavlovsk                | Iron, ungrouped       | 7000.0     | Found     | 1841.0 | 53.35  | 87.18   |
| 474  | St. Christophe-la-Chartreuse | L6                    | 5500.0     | Fell      | 1841.0 | 46.95  | -1.5    |
| 475  | Aumieres                     | L6                    | 2000.0     | Fell      | 1842.0 | 44.33  | 3.23    |
| 476  | Babb's Mill (Troost's Iron)  | Iron, ungrouped       | 6400.0     | Found     | 1842.0 | 36.3   | -82.88  |
| 477  | Barea                        | Mesosiderite-A1       | 3200.0     | Fell      | 1842.0 | 42.38  | -2.5    |
| 478  | Milena                       | L6                    | 10000.0    | Fell      | 1842.0 | 46.18  | 16.1    |
| 479  | Myhee Caunta                 | OC                    | NULL       | Fell      | 1842.0 | 23.05  | 72.63   |
| 480  | Berdyansk                    | L6                    | 2250.0     | Found     | 1843.0 | 46.75  | 36.82   |
| 481  | Bishopville                  | Aubrite               | 6000.0     | Fell      | 1843.0 | 34.17  | -80.28  |
| 482  | Klein-Wenden                 | H6                    | 3250.0     | Fell      | 1843.0 | 51.6   | 10.8    |
| 483  | Manegaon                     | Diogenite             | 50.0       | Fell      | 1843.0 | 20.97  | 76.1    |
| 484  | Picote                       | Stone-uncl            | NULL       | Fell      | 1843.0 | 41.37  | -6.23   |
| 485  | Utrecht                      | L6                    | 9700.0     | Fell      | 1843.0 | 52.12  | 5.18    |
| 486  | Verkhne Tschirskaia          | H5                    | 8000.0     | Fell      | 1843.0 | 48.42  | 43.2    |
| 487  | Cosina                       | H5                    | 1200.0     | Fell      | 1844.0 | 21.17  | -100.87 |
| 488  | Favars                       | H5                    | 1500.0     | Fell      | 1844.0 | 44.38  | 2.82    |
| 489  | Killeter                     | H6                    | 140.0      | Fell      | 1844.0 | 54.67  | -7.67   |
| 490  | Ruff's Mountain              | Iron, IIIAB           | 53070.0    | Found     | 1844.0 | 34.3   | -81.4   |
| 491  | Barratta                     | L4                    | 200000.0   | Found     | 1845.0 | -35.3  | 144.57  |
| 492  | Le Pressoir                  | H5                    | 3000.0     | Fell      | 1845.0 | 47.17  | 0.43    |
| 493  | Le Teilleul                  | Howardite             | 780.0      | Fell      | 1845.0 | 48.53  | -0.87   |
| 494  | Assam                        | L5                    | 2700.0     | Found     | 1846.0 | 26.0   | 92.0    |
| 495  | Cape Girardeau               | H6                    | 2300.0     | Fell      | 1846.0 | 37.27  | -89.58  |
| 496  | Deep Springs                 | Iron, ungrouped       | 11500.0    | Found     | 1846.0 | 36.5   | -79.75  |
| 497  | Jackson County               | Iron, IIIAB           | 450.0      | Found     | 1846.0 | 36.42  | -85.5   |
| 498  | Monte Milone                 | L5                    | 3130.0     | Fell      | 1846.0 | 43.27  | 13.35   |
| 499  | Netschaëvo                   | Iron, IIE-an          | 250000.0   | Found     | 1846.0 | 54.23  | 35.15   |
| 500  | Schönenberg                  | L6                    | 8000.0     | Fell      | 1846.0 | 48.12  | 10.47   |
| 501  | Braunau                      | Iron, IIAB            | 39000.0    | Fell      | 1847.0 | 50.6   | 16.3    |
| 502  | Marion (Iowa)                | L6                    | 28400.0    | Fell      | 1847.0 | 41.9   | -91.6   |
| 503  | Murfreesboro                 | Iron, ungrouped       | 8600.0     | Found     | 1847.0 | 35.83  | -86.42  |
| 504  | Seeläsgen                    | Iron, IAB-MG          | 102000.0   | Found     | 1847.0 | 52.27  | 15.55   |
| 505  | Singhur                      | Pallasite?            | 14180.0    | Found     | 1847.0 | 18.32  | 73.92   |
| 506  | Castine                      | L6                    | 94.0       | Fell      | 1848.0 | 44.38  | -68.75  |
| 507  | Dharwar                      | OC                    | 1800.0     | Fell      | 1848.0 | 14.88  | 75.6    |
| 508  | Marmande                     | L5                    | 3000.0     | Fell      | 1848.0 | 44.5   | 0.15    |
| 509  | Ski                          | L6                    | 850.0      | Fell      | 1848.0 | 59.73  | 10.87   |
| 510  | Chesterville                 | Iron, IIAB            | 16500.0    | Found     | 1849.0 | 34.7   | -81.2   |
| 511  | Fukue                        | Iron                  | 7.3        | Found     | 1849.0 | 32.7   | 128.85  |
| 512  | Monroe                       | H4                    | 8600.0     | Fell      | 1849.0 | 35.25  | -80.5   |
| 513  | Botetourt County             | Iron                  | 500.0      | Found     | 1850.0 | 37.5   | -79.75  |
| 514  | Kesen                        | H4                    | 135000.0   | Fell      | 1850.0 | 38.98  | 141.62  |
| 515  | Pittsburg                    | Iron, IAB-MG          | 600.0      | Found     | 1850.0 | 40.43  | -80.0   |
| 516  | Salt River                   | Iron, IIC             | 3600.0     | Found     | 1850.0 | 37.95  | -85.78  |
| 517  | Schwetz                      | Iron, IIIAB           | 21500.0    | Found     | 1850.0 | 53.4   | 18.45   |
| 518  | Seneca Falls                 | Iron, IIIAB           | 4000.0     | Found     | 1850.0 | 42.92  | -76.78  |
| 519  | Shalka                       | Diogenite             | 4000.0     | Fell      | 1850.0 | 23.1   | 87.3    |
| 520  | Tucson                       | Iron, ungrouped       | 975000.0   | Found     | 1850.0 | 31.85  | -110.97 |
| 521  | Gütersloh                    | H3/4                  | 1000.0     | Fell      | 1851.0 | 51.92  | 8.38    |
| 522  | Nulles                       | H6                    | 5000.0     | Fell      | 1851.0 | 41.63  | 0.75    |
| 523  | Quincay                      | L6                    | 65.0       | Fell      | 1851.0 | 46.6   | 0.25    |
| 524  | Borkut                       | L5                    | 7000.0     | Fell      | 1852.0 | 48.15  | 24.28   |
| 525  | Bustee                       | Aubrite               | 1500.0     | Fell      | 1852.0 | 26.78  | 82.83   |
| 526  | Chupaderos                   | Iron, IIIAB           | 24300000.0 | Found     | 1852.0 | 27.0   | -105.1  |
| 527  | Cranberry Plains             | Iron, IVA             | 90.0       | Found     | 1852.0 | 37.23  | -80.73  |
| 528  | Mainz                        | L6                    | 1700.0     | Found     | 1852.0 | 50.0   | 8.27    |
| 529  | Mezö-Madaras                 | L3.7                  | 22700.0    | Fell      | 1852.0 | 46.5   | 25.73   |
| 530  | Rodeo                        | Iron, IID             | 44000.0    | Found     | 1852.0 | 25.33  | -104.67 |
| 531  | Yatoor                       | H5                    | 13600.0    | Fell      | 1852.0 | 14.3   | 79.77   |
| 532  | Duruma                       | L6                    | 577.0      | Fell      | 1853.0 | -4.0   | 39.5    |
| 533  | Girgenti                     | L6                    | 18000.0    | Fell      | 1853.0 | 37.32  | 13.57   |
| 534  | Segowlie                     | LL6                   | 6930.0     | Fell      | 1853.0 | 26.75  | 84.78   |
| 535  | Tazewell                     | Iron, IAB-sLH         | 27000.0    | Found     | 1853.0 | 36.43  | -83.75  |
| 536  | Union County                 | Iron, IC              | 6800.0     | Found     | 1853.0 | 34.75  | -84.0   |
| 537  | Cranbourne                   | Iron, IAB-MG          | 8600000.0  | Found     | 1854.0 | -38.1  | 145.3   |
| 538  | Duel Hill (1854)             | Iron, IVA             | 21800.0    | Found     | 1854.0 | 35.85  | -82.7   |
| 539  | Emmitsburg                   | Iron, IIIAB?          | 450.0      | Found     | 1854.0 | 39.72  | -77.3   |
| 540  | Linum                        | L6                    | 1862.0     | Fell      | 1854.0 | 52.75  | 12.9    |
| 541  | Madoc                        | Iron, IIIAB           | 168000.0   | Found     | 1854.0 | 44.5   | -77.47  |
